datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,2.5
07:00:00,37.0,0.1,0.0,0.0
08:00:00,241.0,0.9,2.0,0.0
09:00:00,448.0,1.6,4.0,2.5
10:00:00,638.0,2.3,6.0,2.5
11:00:00,809.0,2.9,8.0,15.7
12:00:00,202.0,0.7,2.0,49.2
13:00:00,265.0,1.0,3.0,69.7
14:00:00,243.0,0.9,2.0,51.3
15:00:00,253.0,0.9,3.0,27.7
16:00:00,877.0,3.2,9.0,2.5
17:00:00,508.0,1.8,5.0,2.5
18:00:00,367.0,1.3,4.0,2.5
19:00:00,58.0,0.2,1.0,2.5
20:00:00,19.0,0.1,0.0,0.0
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,2.5
23:00:00,0.0,0.0,0.0,0.0
