datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,35.0,0.1,0.0,2.5
08:00:00,243.0,0.9,2.0,2.5
09:00:00,445.0,1.6,4.0,2.5
10:00:00,638.0,2.3,6.0,4.3
11:00:00,802.0,2.9,8.0,2.5
12:00:00,902.0,3.2,9.0,2.5
13:00:00,967.0,3.5,10.0,15.7
14:00:00,1000.0,3.6,10.0,15.7
15:00:00,976.0,3.5,10.0,44.4
16:00:00,882.0,3.2,9.0,5.5
17:00:00,522.0,1.9,5.0,4.2
18:00:00,397.0,1.4,4.0,4.6
19:00:00,120.0,0.4,1.0,15.7
20:00:00,21.0,0.1,0.0,2.5
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
