datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,2.5
02:00:00,0.0,0.0,0.0,22.2
03:00:00,0.0,0.0,0.0,51.9
04:00:00,0.0,0.0,0.0,8.3
05:00:00,0.0,0.0,0.0,8.3
06:00:00,0.0,0.0,0.0,8.3
07:00:00,25.0,0.1,0.0,4.6
08:00:00,257.0,0.9,3.0,8.3
09:00:00,446.0,1.6,4.0,4.6
10:00:00,633.0,2.3,6.0,4.6
11:00:00,812.0,2.9,8.0,38.8
12:00:00,153.0,0.6,2.0,49.2
13:00:00,997.0,3.6,10.0,40.9
14:00:00,1055.0,3.8,10.0,40.9
15:00:00,970.0,3.5,10.0,40.9
16:00:00,831.0,3.0,8.0,10.0
17:00:00,571.0,2.1,6.0,9.1
18:00:00,371.0,1.3,4.0,4.6
19:00:00,90.0,0.3,1.0,4.6
20:00:00,23.0,0.1,0.0,4.6
21:00:00,0.0,0.0,0.0,4.6
22:00:00,0.0,0.0,0.0,4.6
23:00:00,0.0,0.0,0.0,4.6
