datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,4.6
01:00:00,0.0,0.0,0.0,4.6
02:00:00,0.0,0.0,0.0,4.6
03:00:00,0.0,0.0,0.0,4.6
04:00:00,0.0,0.0,0.0,8.3
05:00:00,0.0,0.0,0.0,4.6
06:00:00,0.0,0.0,0.0,8.3
07:00:00,28.0,0.1,0.0,8.3
08:00:00,62.0,0.2,1.0,4.6
09:00:00,457.0,1.6,5.0,2.5
10:00:00,656.0,2.4,7.0,4.3
11:00:00,821.0,3.0,8.0,2.5
12:00:00,930.0,3.3,9.0,2.5
13:00:00,981.0,3.5,10.0,2.5
14:00:00,972.0,3.5,10.0,2.5
15:00:00,907.0,3.3,9.0,2.5
16:00:00,773.0,2.8,8.0,2.5
17:00:00,520.0,1.9,5.0,2.5
18:00:00,359.0,1.3,4.0,2.5
19:00:00,39.0,0.1,0.0,2.5
20:00:00,19.0,0.1,0.0,2.5
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
