datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,2.5
05:00:00,0.0,0.0,0.0,2.5
06:00:00,0.0,0.0,0.0,2.5
07:00:00,39.0,0.1,0.0,2.5
08:00:00,248.0,0.9,2.0,2.5
09:00:00,450.0,1.6,5.0,2.5
10:00:00,652.0,2.3,7.0,2.5
11:00:00,817.0,2.9,8.0,0.0
12:00:00,921.0,3.3,9.0,0.0
13:00:00,979.0,3.5,10.0,0.0
14:00:00,970.0,3.5,10.0,2.5
15:00:00,907.0,3.3,9.0,2.5
16:00:00,795.0,2.9,8.0,2.5
17:00:00,524.0,1.9,5.0,2.5
18:00:00,355.0,1.3,4.0,3.2
19:00:00,53.0,0.2,1.0,0.0
20:00:00,18.0,0.1,0.0,0.0
21:00:00,0.0,0.0,0.0,0.0
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
