datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,66.7
01:00:00,0.0,0.0,0.0,25.7
02:00:00,0.0,0.0,0.0,4.3
03:00:00,0.0,0.0,0.0,2.5
04:00:00,0.0,0.0,0.0,2.5
05:00:00,0.0,0.0,0.0,2.5
06:00:00,0.0,0.0,0.0,3.4
07:00:00,21.0,0.1,0.0,98.9
08:00:00,42.0,0.2,0.0,98.9
09:00:00,165.0,0.6,2.0,99.0
10:00:00,499.0,1.8,5.0,99.0
11:00:00,893.0,3.2,9.0,88.6
12:00:00,1023.0,3.7,10.0,87.4
13:00:00,202.0,0.7,2.0,85.0
14:00:00,1090.0,3.9,10.0,44.6
15:00:00,276.0,1.0,3.0,73.3
16:00:00,367.0,1.3,4.0,93.7
17:00:00,675.0,2.4,7.0,73.3
18:00:00,366.0,1.3,4.0,38.8
19:00:00,120.0,0.4,1.0,38.1
20:00:00,23.0,0.1,0.0,38.1
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,3.4
23:00:00,0.0,0.0,0.0,5.5
