datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,2.5
02:00:00,0.0,0.0,0.0,2.5
03:00:00,0.0,0.0,0.0,2.5
04:00:00,0.0,0.0,0.0,2.5
05:00:00,0.0,0.0,0.0,2.5
06:00:00,0.0,0.0,0.0,2.5
07:00:00,5.0,0.0,0.0,2.5
08:00:00,60.0,0.2,1.0,2.5
09:00:00,373.0,1.3,4.0,2.5
10:00:00,580.0,2.1,6.0,2.5
11:00:00,749.0,2.7,7.0,2.5
12:00:00,865.0,3.1,9.0,4.3
13:00:00,926.0,3.3,9.0,2.5
14:00:00,921.0,3.3,9.0,2.5
15:00:00,858.0,3.1,9.0,2.5
16:00:00,737.0,2.7,7.0,2.5
17:00:00,566.0,2.0,6.0,2.5
18:00:00,297.0,1.1,3.0,2.5
19:00:00,33.0,0.1,0.0,2.5
20:00:00,7.0,0.0,0.0,2.5
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,4.6
23:00:00,0.0,0.0,0.0,4.6
