datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,2.5
03:00:00,0.0,0.0,0.0,2.5
04:00:00,0.0,0.0,0.0,4.6
05:00:00,0.0,0.0,0.0,4.6
06:00:00,0.0,0.0,0.0,4.6
07:00:00,5.0,0.0,0.0,4.6
08:00:00,37.0,0.1,0.0,8.3
09:00:00,315.0,1.1,3.0,8.3
10:00:00,439.0,1.6,4.0,8.3
11:00:00,726.0,2.6,7.0,8.3
12:00:00,863.0,3.1,9.0,8.3
13:00:00,888.0,3.2,9.0,8.3
14:00:00,900.0,3.2,9.0,2.5
15:00:00,877.0,3.2,9.0,8.3
16:00:00,714.0,2.6,7.0,8.3
17:00:00,482.0,1.7,5.0,8.3
18:00:00,207.0,0.7,2.0,8.3
19:00:00,46.0,0.2,0.0,8.3
20:00:00,9.0,0.0,0.0,8.3
21:00:00,0.0,0.0,0.0,13.8
22:00:00,0.0,0.0,0.0,4.6
23:00:00,0.0,0.0,0.0,4.6
