datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,4.6
02:00:00,0.0,0.0,0.0,4.6
03:00:00,0.0,0.0,0.0,85.7
04:00:00,0.0,0.0,0.0,99.6
05:00:00,0.0,0.0,0.0,70.7
06:00:00,0.0,0.0,0.0,93.9
07:00:00,42.0,0.2,0.0,70.3
08:00:00,135.0,0.5,1.0,24.8
09:00:00,367.0,1.3,4.0,2.5
10:00:00,585.0,2.1,6.0,2.5
11:00:00,756.0,2.7,8.0,2.5
12:00:00,879.0,3.2,9.0,4.3
13:00:00,946.0,3.4,9.0,2.5
14:00:00,951.0,3.4,10.0,2.5
15:00:00,912.0,3.3,9.0,4.3
16:00:00,789.0,2.8,8.0,2.5
17:00:00,555.0,2.0,6.0,2.5
18:00:00,281.0,1.0,3.0,2.5
19:00:00,65.0,0.2,1.0,2.5
20:00:00,16.0,0.1,0.0,4.6
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,2.5
23:00:00,0.0,0.0,0.0,2.5
