datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,11.0,0.0,0.0,0.0
08:00:00,141.0,0.5,1.0,0.0
09:00:00,357.0,1.3,4.0,0.0
10:00:00,561.0,2.0,6.0,0.0
11:00:00,728.0,2.6,7.0,0.0
12:00:00,867.0,3.1,9.0,2.5
13:00:00,204.0,0.7,2.0,88.6
14:00:00,958.0,3.4,10.0,66.6
15:00:00,925.0,3.3,9.0,68.4
16:00:00,823.0,3.0,8.0,56.3
17:00:00,531.0,1.9,5.0,47.8
18:00:00,262.0,0.9,3.0,2.5
19:00:00,51.0,0.2,1.0,2.5
20:00:00,16.0,0.1,0.0,0.0
21:00:00,0.0,0.0,0.0,0.0
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
