datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,2.5
04:00:00,0.0,0.0,0.0,2.5
05:00:00,0.0,0.0,0.0,8.3
06:00:00,0.0,0.0,0.0,4.6
07:00:00,0.0,0.0,0.0,4.6
08:00:00,113.0,0.4,1.0,2.5
09:00:00,338.0,1.2,3.0,2.5
10:00:00,541.0,1.9,5.0,2.5
11:00:00,703.0,2.5,7.0,2.5
12:00:00,823.0,3.0,8.0,2.5
13:00:00,884.0,3.2,9.0,2.5
14:00:00,912.0,3.3,9.0,2.5
15:00:00,823.0,3.0,8.0,2.5
16:00:00,689.0,2.5,7.0,2.5
17:00:00,526.0,1.9,5.0,2.5
18:00:00,269.0,1.0,3.0,2.5
19:00:00,39.0,0.1,0.0,2.5
20:00:00,5.0,0.0,0.0,2.5
21:00:00,0.0,0.0,0.0,0.0
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
