datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,4.3
02:00:00,0.0,0.0,0.0,4.3
03:00:00,0.0,0.0,0.0,4.3
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,2.5
08:00:00,28.0,0.1,0.0,2.5
09:00:00,350.0,1.3,4.0,2.5
10:00:00,547.0,2.0,5.0,2.5
11:00:00,717.0,2.6,7.0,2.5
12:00:00,900.0,3.2,9.0,4.6
13:00:00,207.0,0.7,2.0,66.6
14:00:00,909.0,3.3,9.0,6.3
15:00:00,853.0,3.1,9.0,5.5
16:00:00,803.0,2.9,8.0,54.1
17:00:00,608.0,2.2,6.0,37.9
18:00:00,250.0,0.9,3.0,42.4
19:00:00,12.0,0.0,0.0,92.4
20:00:00,0.0,0.0,0.0,19.5
21:00:00,0.0,0.0,0.0,8.3
22:00:00,0.0,0.0,0.0,8.3
23:00:00,0.0,0.0,0.0,8.3
