datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.6
01:00:00,0.0,0.0,0.0,2.6
02:00:00,0.0,0.0,0.0,2.6
03:00:00,0.0,0.0,0.0,2.6
04:00:00,0.0,0.0,0.0,4.8
05:00:00,0.0,0.0,0.0,2.6
06:00:00,0.0,0.0,0.0,2.6
07:00:00,7.0,0.0,0.0,4.5
08:00:00,46.0,0.2,0.0,4.3
09:00:00,359.0,1.3,4.0,4.3
10:00:00,555.0,2.0,6.0,4.3
11:00:00,724.0,2.6,7.0,4.3
12:00:00,831.0,3.0,8.0,4.3
13:00:00,907.0,3.3,9.0,4.3
14:00:00,904.0,3.3,9.0,7.1
15:00:00,842.0,3.0,8.0,5.7
16:00:00,724.0,2.6,7.0,7.8
17:00:00,561.0,2.0,6.0,7.8
18:00:00,311.0,1.1,3.0,3.4
19:00:00,76.0,0.3,1.0,4.6
20:00:00,19.0,0.1,0.0,8.3
21:00:00,0.0,0.0,0.0,8.3
22:00:00,0.0,0.0,0.0,4.6
23:00:00,0.0,0.0,0.0,4.6
