datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,2.5
02:00:00,0.0,0.0,0.0,3.4
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,2.5
05:00:00,0.0,0.0,0.0,2.5
06:00:00,0.0,0.0,0.0,2.5
07:00:00,19.0,0.1,0.0,2.5
08:00:00,211.0,0.8,2.0,2.5
09:00:00,436.0,1.6,4.0,4.3
10:00:00,626.0,2.3,6.0,2.5
11:00:00,788.0,2.8,8.0,2.5
12:00:00,988.0,3.6,10.0,5.5
13:00:00,1013.0,3.6,10.0,26.5
14:00:00,997.0,3.6,10.0,25.7
15:00:00,947.0,3.4,9.0,7.1
16:00:00,835.0,3.0,8.0,7.8
17:00:00,563.0,2.0,6.0,22.7
18:00:00,359.0,1.3,4.0,22.7
19:00:00,125.0,0.5,1.0,24.8
20:00:00,23.0,0.1,0.0,9.2
21:00:00,0.0,0.0,0.0,4.3
22:00:00,0.0,0.0,0.0,2.5
23:00:00,0.0,0.0,0.0,4.6
