datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,2.5
07:00:00,25.0,0.1,0.0,2.5
08:00:00,214.0,0.8,2.0,2.5
09:00:00,420.0,1.5,4.0,2.5
10:00:00,613.0,2.2,6.0,4.6
11:00:00,770.0,2.8,8.0,4.6
12:00:00,889.0,3.2,9.0,4.6
13:00:00,939.0,3.4,9.0,2.5
14:00:00,930.0,3.3,9.0,2.5
15:00:00,919.0,3.3,9.0,15.7
16:00:00,793.0,2.9,8.0,17.7
17:00:00,533.0,1.9,5.0,15.7
18:00:00,362.0,1.3,4.0,2.5
19:00:00,69.0,0.2,1.0,2.5
20:00:00,21.0,0.1,0.0,2.5
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
