datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,8.3
01:00:00,0.0,0.0,0.0,10.0
02:00:00,0.0,0.0,0.0,10.0
03:00:00,0.0,0.0,0.0,8.3
04:00:00,0.0,0.0,0.0,4.6
05:00:00,0.0,0.0,0.0,6.3
06:00:00,0.0,0.0,0.0,4.6
07:00:00,0.0,0.0,0.0,2.5
08:00:00,32.0,0.1,0.0,2.5
09:00:00,83.0,0.3,1.0,4.6
10:00:00,482.0,1.7,5.0,2.5
11:00:00,643.0,2.3,6.0,2.5
12:00:00,754.0,2.7,8.0,4.3
13:00:00,807.0,2.9,8.0,2.5
14:00:00,786.0,2.8,8.0,2.5
15:00:00,737.0,2.7,7.0,24.3
16:00:00,622.0,2.2,6.0,85.5
17:00:00,418.0,1.5,4.0,5.5
18:00:00,216.0,0.8,2.0,2.5
19:00:00,25.0,0.1,0.0,2.5
20:00:00,0.0,0.0,0.0,2.5
21:00:00,0.0,0.0,0.0,4.6
22:00:00,0.0,0.0,0.0,89.9
23:00:00,0.0,0.0,0.0,2.5
