datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,0.0
08:00:00,19.0,0.1,0.0,0.0
09:00:00,60.0,0.2,1.0,0.0
10:00:00,508.0,1.8,5.0,0.0
11:00:00,671.0,2.4,7.0,1.7
12:00:00,775.0,2.8,8.0,1.7
13:00:00,837.0,3.0,8.0,11.4
14:00:00,809.0,2.9,8.0,31.5
15:00:00,728.0,2.6,7.0,1.7
16:00:00,566.0,2.0,6.0,1.7
17:00:00,88.0,0.3,1.0,1.7
18:00:00,197.0,0.7,2.0,0.0
19:00:00,12.0,0.0,0.0,0.0
20:00:00,0.0,0.0,0.0,0.0
21:00:00,0.0,0.0,0.0,0.0
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
