datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,28.5
01:00:00,0.0,0.0,0.0,52.8
02:00:00,0.0,0.0,0.0,99.0
03:00:00,0.0,0.0,0.0,94.1
04:00:00,0.0,0.0,0.0,98.3
05:00:00,0.0,0.0,0.0,94.9
06:00:00,0.0,0.0,0.0,100.0
07:00:00,0.0,0.0,0.0,78.8
08:00:00,28.0,0.1,0.0,78.8
09:00:00,113.0,0.4,1.0,100.0
10:00:00,257.0,0.9,3.0,89.8
11:00:00,322.0,1.2,3.0,89.1
12:00:00,520.0,1.9,5.0,56.1
13:00:00,830.0,3.0,8.0,54.9
14:00:00,178.0,0.6,2.0,73.3
15:00:00,299.0,1.1,3.0,73.3
16:00:00,111.0,0.4,1.0,73.7
17:00:00,77.0,0.3,1.0,57.5
18:00:00,58.0,0.2,1.0,44.4
19:00:00,16.0,0.1,0.0,29.0
20:00:00,0.0,0.0,0.0,42.1
21:00:00,0.0,0.0,0.0,83.0
22:00:00,0.0,0.0,0.0,88.2
23:00:00,0.0,0.0,0.0,8.3
