datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,9.3
08:00:00,26.0,0.1,0.0,8.0
09:00:00,56.0,0.2,1.0,11.6
10:00:00,497.0,1.8,5.0,5.5
11:00:00,664.0,2.4,7.0,4.6
12:00:00,777.0,2.8,8.0,4.6
13:00:00,128.0,0.5,1.0,4.6
14:00:00,933.0,3.4,9.0,31.1
15:00:00,900.0,3.2,9.0,69.0
16:00:00,651.0,2.3,7.0,7.6
17:00:00,504.0,1.8,5.0,18.6
18:00:00,317.0,1.1,3.0,26.9
19:00:00,132.0,0.5,1.0,2.5
20:00:00,2.0,0.0,0.0,2.5
21:00:00,1.0,0.0,0.0,2.5
22:00:00,1.0,0.0,0.0,2.5
23:00:00,0.0,0.0,0.0,2.5
