datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,0.0
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,0.0
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,0.0
08:00:00,30.0,0.1,0.0,0.0
09:00:00,338.0,1.2,3.0,0.0
10:00:00,557.0,2.0,6.0,0.0
11:00:00,726.0,2.6,7.0,0.0
12:00:00,833.0,3.0,8.0,0.0
13:00:00,905.0,3.3,9.0,0.0
14:00:00,893.0,3.2,9.0,0.0
15:00:00,824.0,3.0,8.0,0.0
16:00:00,693.0,2.5,7.0,0.0
17:00:00,515.0,1.9,5.0,2.5
18:00:00,297.0,1.1,3.0,2.6
19:00:00,19.0,0.1,0.0,2.6
20:00:00,0.0,0.0,0.0,2.6
21:00:00,0.0,0.0,0.0,0.0
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
