datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,2.5
01:00:00,0.0,0.0,0.0,0.0
02:00:00,0.0,0.0,0.0,2.5
03:00:00,0.0,0.0,0.0,0.0
04:00:00,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0
06:00:00,0.0,0.0,0.0,0.0
07:00:00,0.0,0.0,0.0,44.4
08:00:00,76.0,0.3,1.0,25.7
09:00:00,254.0,0.9,3.0,3.4
10:00:00,478.0,1.7,5.0,5.5
11:00:00,647.0,2.3,6.0,2.5
12:00:00,759.0,2.7,8.0,2.5
13:00:00,849.0,3.1,8.0,25.7
14:00:00,930.0,3.3,9.0,49.2
15:00:00,812.0,2.9,8.0,49.2
16:00:00,606.0,2.2,6.0,67.5
17:00:00,425.0,1.5,4.0,25.7
18:00:00,223.0,0.8,2.0,4.6
19:00:00,18.0,0.1,0.0,3.4
20:00:00,0.0,0.0,0.0,2.5
21:00:00,0.0,0.0,0.0,2.5
22:00:00,0.0,0.0,0.0,0.0
23:00:00,0.0,0.0,0.0,0.0
