datetime,solarIrradiance,solarEnergy,uvIndex,cloudCover
00:00:00,0.0,0.0,0.0,6.1
01:00:00,0.0,0.0,0.0,6.1
02:00:00,0.0,0.0,0.0,6.1
03:00:00,0.0,0.0,0.0,3.4
04:00:00,0.0,0.0,0.0,3.4
05:00:00,0.0,0.0,0.0,6.1
06:00:00,0.0,0.0,0.0,6.1
07:00:00,0.0,0.0,0.0,6.1
08:00:00,30.0,0.1,0.0,15.0
09:00:00,49.0,0.2,0.0,15.0
10:00:00,260.0,0.9,3.0,15.0
11:00:00,664.0,2.4,7.0,6.1
12:00:00,689.0,2.5,7.0,6.1
13:00:00,831.0,3.0,8.0,15.0
14:00:00,789.0,2.8,8.0,3.4
15:00:00,710.0,2.6,7.0,4.7
16:00:00,56.0,0.2,1.0,1.7
17:00:00,69.0,0.2,1.0,1.7
18:00:00,186.0,0.7,2.0,1.7
19:00:00,11.0,0.0,0.0,1.7
20:00:00,0.0,0.0,0.0,1.7
21:00:00,0.0,0.0,0.0,1.7
22:00:00,0.0,0.0,0.0,1.7
23:00:00,0.0,0.0,0.0,1.7
