Date Time,Day of Week,Temp Max,Temp Min,Temp,Dew,Cloud Cover,Visibility,Solar Radiation,Solar Energy,UV Index
2024-09-15,Sunday,92.5,75.3,84.1,67.2,12.3,9.9,233.5,20.1,8.0
2024-09-16,Monday,92.0,72.0,81.2,65.3,3.1,9.9,237.0,20.6,8.0
2024-09-17,Tuesday,89.7,71.9,80.2,65.8,8.9,9.9,232.9,20.1,9.0
2024-09-18,Wednesday,95.7,73.6,83.3,67.2,13.3,9.9,253.2,21.8,9.0
2024-09-19,Thursday,97.1,77.4,86.9,67.1,2.7,9.9,238.0,20.7,9.0
2024-09-20,Friday,98.3,76.3,87.2,66.8,3.3,9.9,227.9,19.8,8.0
2024-09-21,Saturday,95.3,76.5,86.2,66.0,14.2,9.9,237.4,20.6,8.0
